L4_SRC_PORT,L4_DST_PORT,ICMP_TYPE,ICMP_IPV4_TYPE,DNS_QUERY_ID,DNS_QUERY_TYPE,DNS_TTL_ANSWER,FTP_COMMAND_RET_CODE,IN_BYTES,OUT_BYTES,IN_PKTS,OUT_PKTS,FLOW_DURATION_MILLISECONDS,SRC_TO_DST_SECOND_BYTES,DST_TO_SRC_SECOND_BYTES,LONGEST_FLOW_PKT,SHORTEST_FLOW_PKT,MIN_IP_PKT_LEN,MAX_IP_PKT_LEN,TCP_WIN_MAX_IN,TCP_WIN_MAX_OUT,attack_index,dst_subnet_index,src_subnet_index
44886,53,0,0,26353,1,604800,0,69,117,1,1,0,69.0,117.0,117,69,69,117,0,0,0.0,0.0,0.0
55000,2160,0,0,0,0,0,0,44,40,1,1,0,44.0,40.0,44,40,40,44,1024,0,0.0,0.0,0.0
58452,80,0,0,0,0,0,0,4190,2527,13,10,4293971,5523638.0,7511776.0,1500,52,52,1500,29200,28960,2.0,0.0,0.0
59425,514,0,0,0,0,0,0,44,40,1,1,0,44.0,40.0,44,40,40,44,1024,0,1.0,0.0,0.0
58072,80,0,0,0,0,0,0,633,1494,6,5,0,633.0,1494.0,923,40,40,923,29200,65535,2.0,0.0,0.0
57545,8800,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
54466,80,0,0,0,0,0,0,779,3812,6,7,0,779.0,3812.0,1500,52,52,1500,29200,28960,6.0,0.0,0.0
55070,80,0,0,0,0,0,0,585,687,5,3,0,585.0,687.0,575,52,52,575,29200,28960,2.0,0.0,0.0
52952,80,0,0,0,0,0,0,224,120,4,2,4294436,112112.0,6060.0,60,52,52,60,29200,28960,4.0,0.0,0.0
55418,1782,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
41665,4006,0,0,0,0,0,0,44,40,1,1,0,44.0,40.0,44,40,40,44,1024,0,0.0,0.0,0.0
51950,443,0,0,0,0,0,0,276,120,5,2,4294654,276.0,120.0,60,52,52,60,29200,28960,3.0,0.0,0.0
52174,80,0,0,0,0,0,0,630,733,6,4,0,630.0,733.0,601,40,40,601,29200,65535,2.0,0.0,0.0
58546,80,0,0,0,0,0,0,526,2393,10,9,4294796,526.0,2393.0,1500,40,40,1500,29200,65535,4.0,0.0,0.0
46108,80,0,0,0,0,0,0,1897,1244,7,4,0,1897.0,1244.0,1500,52,52,1500,29200,26847,2.0,3.0,0.0
40639,4998,0,0,0,0,0,0,44,40,1,1,0,44.0,40.0,44,40,40,44,1024,0,0.0,0.0,0.0
37566,443,0,0,0,0,0,0,974,5120,10,17,4294733,810164.0,506060.0,1406,52,52,1406,29200,28960,3.0,0.0,0.0
32802,80,0,0,0,0,0,0,626,2405,12,9,4294530,346280.0,2261144.0,1500,40,40,1500,29200,65535,4.0,0.0,0.0
35414,44908,0,0,0,0,0,0,48,0,1,0,0,48.0,0.0,48,48,0,48,4096,0,1.0,0.0,0.0
41047,1698,0,0,0,0,0,0,48,0,1,0,0,48.0,0.0,48,48,0,48,4096,0,1.0,0.0,0.0
2416,54180,0,0,0,0,0,0,48,0,1,0,0,48.0,0.0,48,48,0,48,4096,0,1.0,0.0,0.0
43606,80,0,0,0,0,0,0,481,2142,6,6,0,481.0,2142.0,1500,40,40,1500,29200,65535,4.0,0.0,0.0
23141,80,0,0,0,0,0,0,40,0,1,0,0,40.0,0.0,40,40,0,40,49304,0,0.0,0.0,13.0
56394,24954,0,0,0,0,0,0,48,0,1,0,0,48.0,0.0,48,48,0,48,4096,0,1.0,0.0,0.0
57975,7019,0,0,0,0,0,0,44,40,1,1,4294952,44.0,40.0,44,40,40,44,1024,0,1.0,0.0,0.0
45466,53,0,0,31284,28,0,0,65,65,1,1,0,65.0,65.0,65,65,65,65,0,0,2.0,0.0,0.0
39790,443,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,1.0,0.0,0.0
15178,2163,0,0,0,0,0,0,48,40,1,1,0,48.0,40.0,48,40,40,48,4096,0,1.0,0.0,0.0
52826,80,0,0,0,0,0,0,646,751,5,5,0,646.0,751.0,535,52,52,535,29200,28960,2.0,0.0,0.0
47604,443,0,0,0,0,0,0,276,172,5,3,4294545,276.0,172.0,60,52,52,60,29200,28960,3.0,0.0,0.0
63888,70,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
59577,29676,0,0,0,0,0,0,48,0,1,0,0,48.0,0.0,48,48,0,48,4096,0,1.0,0.0,0.0
55476,443,0,0,0,0,0,0,276,224,5,4,4294686,276.0,224.0,60,52,52,60,29200,28960,3.0,0.0,0.0
34560,53,0,0,40724,1,48,0,68,100,1,1,0,68.0,100.0,100,68,68,100,0,0,2.0,0.0,0.0
49406,443,0,0,0,0,0,0,172,172,3,3,4294639,172.0,172.0,60,52,52,60,29200,28960,3.0,0.0,0.0
80,36394,0,0,0,0,0,0,1482,52,1,1,0,1482.0,52.0,1482,52,52,1482,273,251,0.0,0.0,0.0
42460,900,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
5912,11019,0,0,0,0,0,0,48,0,1,0,0,48.0,0.0,48,48,0,48,4096,0,1.0,0.0,0.0
40186,80,0,0,0,0,0,0,216,180,4,3,4294951,216.0,180.0,60,52,52,60,29200,5792,3.0,0.0,0.0
443,57198,0,0,0,0,0,0,112,164,2,3,4294638,112.0,164.0,60,52,52,60,28960,29200,0.0,0.0,0.0
37344,80,0,0,0,0,0,0,268,240,5,4,4294936,268.0,240.0,60,52,52,60,29200,5792,3.0,0.0,0.0
39488,6566,0,0,0,0,0,0,44,40,1,1,0,44.0,40.0,44,40,40,44,1024,0,0.0,0.0,0.0
39488,765,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
80,50162,0,0,0,0,0,0,52,52,1,1,0,52.0,52.0,52,52,52,52,229,229,0.0,0.0,0.0
61647,1097,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
54701,443,0,0,0,0,0,0,276,172,5,3,4294764,276.0,172.0,60,52,52,60,29200,28960,3.0,0.0,0.0
57285,53,0,0,31988,28,0,0,68,68,1,1,0,68.0,68.0,68,68,68,68,0,0,2.0,0.0,0.0
33549,3301,0,0,0,0,0,0,44,40,1,1,0,44.0,40.0,44,40,40,44,1024,0,0.0,0.0,0.0
52922,3071,0,0,0,0,0,0,44,40,1,1,0,44.0,40.0,44,40,40,44,1024,0,0.0,0.0,0.0
36895,80,0,0,0,0,0,0,40,0,1,0,0,40.0,0.0,40,40,0,40,1024,0,1.0,0.0,0.0
54630,80,0,0,0,0,0,0,3801,1949,9,6,4294949,3801.0,1949.0,1500,52,52,1500,29200,26847,2.0,3.0,0.0
43109,5550,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
48731,8402,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
38693,53,0,0,14269,1,16,0,68,100,1,1,0,68.0,100.0,100,68,68,100,0,0,2.0,0.0,0.0
27000,34376,0,0,0,0,0,0,40,0,1,0,0,40.0,0.0,40,40,0,40,0,0,1.0,0.0,0.0
63806,7778,0,0,0,0,0,0,44,40,1,1,0,44.0,40.0,44,40,40,44,1024,0,0.0,0.0,0.0
56260,6571,0,0,0,0,0,0,48,0,1,0,0,48.0,0.0,48,48,0,48,4096,0,1.0,0.0,0.0
47282,21,0,0,0,0,0,530,123,158,3,2,0,811.0,691.0,105,52,52,105,229,46,4.0,1.0,0.0
44001,1054,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
39125,2111,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
40276,443,0,0,0,0,0,0,164,112,3,2,4294858,164.0,112.0,60,52,52,60,29200,28960,3.0,0.0,0.0
50028,443,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,1.0,0.0,0.0
46978,80,0,0,0,0,0,0,637,334,5,5,0,637.0,334.0,421,52,52,421,29200,26847,2.0,3.0,0.0
45860,7625,0,0,0,0,0,0,44,40,1,1,0,44.0,40.0,44,40,40,44,1024,0,0.0,0.0,0.0
54875,5298,0,0,0,0,0,0,44,40,1,1,0,44.0,40.0,44,40,40,44,1024,0,0.0,0.0,0.0
53048,80,0,0,0,0,0,0,40,0,1,0,0,40.0,0.0,40,40,0,40,1024,0,1.0,0.0,0.0
42238,80,0,0,0,0,0,0,4006,1890,6,4,0,4006.0,1890.0,1500,52,52,1500,255,284,2.0,0.0,0.0
36570,36325,0,0,0,0,0,0,48,0,1,0,0,48.0,0.0,48,48,0,48,4096,0,1.0,0.0,0.0
4220,53,0,0,23585,43,172800,0,64,1195,1,1,0,64.0,1195.0,1195,64,64,1195,0,0,0.0,19.0,0.0
64497,51103,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
45726,9001,0,0,0,0,0,0,44,40,1,1,0,44.0,40.0,44,40,40,44,1024,0,0.0,0.0,0.0
36512,80,0,0,0,0,0,0,164,120,3,2,0,164.0,120.0,60,52,52,60,29200,5792,3.0,0.0,0.0
39565,22,0,0,0,0,0,0,84,44,2,1,0,84.0,44.0,44,40,40,44,1024,29200,0.0,0.0,0.0
64903,39708,0,0,0,0,0,0,48,0,1,0,0,48.0,0.0,48,48,0,48,4096,0,1.0,0.0,0.0
59356,80,0,0,0,0,0,0,495,387,6,4,0,495.0,387.0,227,52,52,227,29200,28960,3.0,0.0,0.0
41996,749,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
36474,443,0,0,0,0,0,0,764,1473,6,15,4294857,764.0,1473.0,366,52,52,366,29200,28960,3.0,0.0,0.0
38359,1057,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
59584,53,0,0,54622,28,0,0,65,65,1,1,0,65.0,65.0,65,65,65,65,0,0,2.0,0.0,0.0
51548,80,0,0,0,0,0,0,423,921,5,5,0,423.0,921.0,705,52,52,705,29200,28960,4.0,0.0,0.0
49739,443,0,0,0,0,0,0,164,112,3,2,4294952,164.0,112.0,60,52,52,60,29200,28960,3.0,0.0,0.0
10730,15869,0,0,0,0,0,0,48,40,1,1,0,48.0,40.0,48,40,40,48,4096,0,1.0,0.0,0.0
52046,80,0,0,0,0,0,0,3856,5323,13,12,4294043,6843172.0,1.4943829E7,1500,40,40,1500,29200,65535,2.0,0.0,0.0
18705,37522,0,0,0,0,0,0,48,40,1,1,0,48.0,40.0,48,40,40,48,4096,0,1.0,0.0,0.0
36190,80,0,0,0,0,0,0,268,240,5,4,4294951,268.0,240.0,60,52,52,60,29200,5792,3.0,0.0,0.0
58856,2301,0,0,0,0,0,0,48,0,1,0,0,48.0,0.0,48,48,0,48,4096,0,1.0,0.0,0.0
54584,80,0,0,0,0,0,0,1202,5553,17,16,4294467,1202.0,5553.0,1500,40,40,1500,29200,65535,4.0,0.0,0.0
61753,37147,0,0,0,0,0,0,48,40,1,1,0,48.0,40.0,48,40,40,48,4096,0,1.0,0.0,0.0
33552,443,0,0,0,0,0,0,440,284,8,5,4294436,440.0,284.0,60,52,52,60,29200,28960,3.0,0.0,0.0
8653,22947,0,0,0,0,0,0,48,0,1,0,0,48.0,0.0,48,48,0,48,4096,0,1.0,0.0,0.0
47954,443,0,0,0,0,0,0,164,112,3,2,4294887,164.0,112.0,60,52,52,60,29200,28960,3.0,0.0,0.0
36886,53,0,0,56317,1,24,0,68,100,1,1,0,68.0,100.0,100,68,68,100,0,0,2.0,0.0,0.0
41809,59905,0,0,0,0,0,0,48,0,1,0,0,48.0,0.0,48,48,0,48,4096,0,1.0,0.0,0.0
33604,80,0,0,0,0,0,0,164,112,3,2,4294951,164.0,112.0,60,52,52,60,29200,28960,3.0,0.0,0.0
1148,64409,0,0,0,0,0,0,48,0,1,0,0,48.0,0.0,48,48,0,48,4096,0,1.0,0.0,0.0
38803,1034,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
56808,110,0,0,0,0,0,0,404,388,6,6,0,404.0,388.0,130,52,52,130,29200,28960,0.0,0.0,0.0
45450,9503,0,0,0,0,0,0,44,40,1,1,0,44.0,40.0,44,40,40,44,1024,0,0.0,0.0,0.0
48795,39675,0,0,0,0,0,0,48,0,1,0,0,48.0,0.0,48,48,0,48,4096,0,1.0,0.0,0.0
52974,80,0,0,0,0,0,0,561,2353,9,8,4294764,381180.0,2221132.0,1500,40,40,1500,29200,65535,4.0,0.0,0.0
49234,80,0,0,0,0,0,0,40,0,1,0,0,40.0,0.0,40,40,0,40,1024,0,1.0,0.0,0.0
40560,53,0,0,57791,1,0,0,67,0,1,0,0,67.0,0.0,67,67,0,67,0,0,5.0,0.0,0.0
45355,443,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,1.0,0.0,0.0
45746,21,0,0,0,0,0,331,4,136,1,2,0,227.0,301.0,105,52,52,105,0,46,4.0,1.0,0.0
42592,80,0,0,0,0,0,0,481,2142,6,6,0,481.0,2142.0,1500,40,40,1500,29200,65535,4.0,0.0,0.0
54236,53,0,0,59724,1,1526,0,65,81,1,1,0,65.0,81.0,81,65,65,81,0,0,6.0,0.0,0.0
39406,1086,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
42468,80,0,0,0,0,0,0,463,696,5,4,0,463.0,696.0,564,40,40,564,29200,65535,6.0,0.0,0.0
47864,3716,0,0,0,0,0,0,48,0,1,0,0,48.0,0.0,48,48,0,48,4096,0,1.0,0.0,0.0
54973,10768,0,0,0,0,0,0,48,0,1,0,0,48.0,0.0,48,48,0,48,4096,0,1.0,0.0,0.0
59098,80,49920,195,0,0,0,0,1379,3971,17,15,4294546,523856.0,6793292.0,1500,40,40,1500,29200,65535,4.0,0.0,0.0
52879,50500,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
50227,1301,0,0,0,0,0,0,44,40,1,1,0,44.0,40.0,44,40,40,44,1024,0,0.0,0.0,0.0
51178,80,0,0,0,0,0,0,539,3081,7,5,0,539.0,3081.0,1500,52,52,1500,29200,28960,4.0,0.0,0.0
35629,53,0,0,28756,1,3554,0,65,81,1,1,0,65.0,81.0,81,65,65,81,0,0,2.0,0.0,0.0
443,33889,0,0,0,0,0,0,112,164,2,3,4294935,112.0,164.0,60,52,52,60,28960,29200,0.0,0.0,0.0
45818,80,0,0,0,0,0,0,1030,646,12,8,4294732,1030.0,646.0,289,52,52,289,29200,28960,3.0,0.0,0.0
59419,53,0,0,52566,1,0,0,67,67,1,1,0,67.0,67.0,67,67,67,67,0,0,5.0,0.0,0.0
48139,8994,0,0,0,0,0,0,44,40,1,1,0,44.0,40.0,44,40,40,44,1024,0,0.0,0.0,0.0
33548,4848,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
39790,7496,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
41725,80,0,0,0,0,0,0,40,0,1,0,0,40.0,0.0,40,40,0,40,1024,0,1.0,0.0,0.0
52923,5051,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
42142,80,0,0,0,0,0,0,328,240,6,4,4294951,328.0,240.0,60,52,52,60,29200,5792,3.0,0.0,0.0
45809,443,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,1.0,0.0,0.0
55841,711,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
52736,443,0,0,0,0,0,0,1115,7589,9,11,0,1115.0,7589.0,1500,52,52,1500,29200,28960,6.0,0.0,0.0
39672,12000,0,0,0,0,0,0,44,40,1,1,0,44.0,40.0,44,40,40,44,1024,0,0.0,0.0,0.0
59916,31108,0,0,0,0,0,0,48,0,1,0,0,48.0,0.0,48,48,0,48,4096,0,1.0,0.0,0.0
53,33894,0,0,20371,1,0,0,71,0,1,0,0,71.0,0.0,71,71,0,71,0,0,0.0,0.0,0.0
52052,80,0,0,0,0,0,0,749,1494,6,5,0,749.0,1494.0,923,40,40,923,29200,65535,2.0,0.0,0.0
59520,80,0,0,0,0,0,0,164,112,3,2,4294935,164.0,112.0,60,52,52,60,29200,28960,6.0,0.0,0.0
54650,53,0,0,60314,1,0,0,50,50,1,1,0,50.0,50.0,50,50,50,50,0,0,6.0,0.0,0.0
38808,443,0,0,0,0,0,0,112,60,2,1,0,112.0,60.0,60,52,52,60,29200,28960,3.0,0.0,0.0
15406,21050,0,0,0,0,0,0,48,40,1,1,0,48.0,40.0,48,40,40,48,4096,0,1.0,0.0,0.0
33338,443,0,0,0,0,0,0,276,172,5,3,4294608,164112.0,11260.0,60,52,52,60,29200,28960,3.0,0.0,0.0
50906,80,0,0,0,0,0,0,8402,4390,17,11,4294140,4.8183584E7,2.6321758E7,1500,52,52,1500,29200,28960,2.0,0.0,0.0
42448,6543,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
44166,443,0,0,0,0,0,0,224,120,4,2,4294592,224.0,120.0,60,52,52,60,29200,28960,3.0,0.0,0.0
55288,80,0,0,0,0,0,0,372,690,5,4,0,372.0,690.0,558,40,40,558,29200,65535,4.0,0.0,0.0
53323,3180,0,0,0,0,0,0,48,0,1,0,0,48.0,0.0,48,48,0,48,4096,0,1.0,0.0,0.0
48036,80,0,0,0,0,0,0,487,3296,6,7,0,487.0,3296.0,1500,52,52,1500,29200,28960,4.0,0.0,0.0
43454,443,0,0,0,0,0,0,328,224,6,4,4294623,328.0,224.0,60,52,52,60,29200,28960,3.0,0.0,0.0
43992,80,0,0,0,0,0,0,437,387,6,4,0,437.0,387.0,223,52,52,223,29200,28960,3.0,0.0,0.0
53776,53,0,0,57664,1,9266,0,59,134,1,1,0,59.0,134.0,134,59,59,134,0,0,0.0,0.0,0.0
34132,21,0,0,0,0,0,331,4,84,1,1,0,461.0,459.0,105,52,52,105,0,46,4.0,1.0,0.0
34654,80,0,0,0,0,0,0,593,2239,6,6,0,593.0,2239.0,1500,52,52,1500,29200,28960,6.0,0.0,0.0
52526,44501,0,0,0,0,0,0,44,40,1,1,0,44.0,40.0,44,40,40,44,1024,0,0.0,0.0,0.0
40608,80,0,0,0,0,0,0,112,320,2,6,4294670,112.0,320.0,60,52,52,60,29200,28960,4.0,0.0,0.0
45003,3077,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
42988,80,0,0,0,0,0,0,1308,6545,18,18,4294546,1308.0,6545.0,1500,40,40,1500,29200,65535,4.0,0.0,0.0
46151,53,0,0,22931,1,0,0,71,71,1,1,0,71.0,71.0,71,71,71,71,0,0,5.0,0.0,0.0
48610,80,0,0,0,0,0,0,268,240,5,4,4294936,268.0,240.0,60,52,52,60,29200,5792,3.0,0.0,0.0
42944,80,0,0,0,0,0,0,112,60,2,1,0,112.0,60.0,60,52,52,60,29200,28960,3.0,0.0,0.0
55895,53,0,0,39963,1,55,0,68,100,1,1,0,68.0,100.0,100,68,68,100,0,0,2.0,0.0,0.0
34957,53,0,0,51815,1,577,0,65,81,1,1,0,65.0,81.0,81,65,65,81,0,0,2.0,0.0,0.0
51695,5101,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
21673,30252,0,0,0,0,0,0,48,40,1,1,0,48.0,40.0,48,40,40,48,4096,0,1.0,0.0,0.0
54205,255,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
49208,80,0,0,0,0,0,0,458,2163,5,5,4294951,458.0,2163.0,1500,40,40,1500,29200,65535,6.0,0.0,0.0
18420,58333,0,0,0,0,0,0,48,0,1,0,0,48.0,0.0,48,48,0,48,4096,0,1.0,0.0,0.0
45581,9998,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
50519,9080,0,0,0,0,0,0,44,40,1,1,0,44.0,40.0,44,40,40,44,1024,0,0.0,0.0,0.0
60095,53,0,0,56002,1,37,0,68,100,1,1,0,68.0,100.0,100,68,68,100,0,0,2.0,0.0,0.0
43039,53,0,0,37939,28,7200,0,72,142,1,1,0,72.0,142.0,142,72,72,142,0,0,0.0,63.0,0.0
52823,53,0,0,42740,28,0,0,68,68,1,1,0,68.0,68.0,68,68,68,68,0,0,2.0,0.0,0.0
23039,61285,0,0,0,0,0,0,48,0,1,0,0,48.0,0.0,48,48,0,48,4096,0,1.0,0.0,0.0
55500,80,0,0,0,0,0,0,672,1494,6,5,0,672.0,1494.0,923,40,40,923,29200,65535,2.0,0.0,0.0
59312,443,0,0,0,0,0,0,216,112,4,2,4294670,216.0,112.0,60,52,52,60,29200,28960,3.0,0.0,0.0
47173,5030,0,0,0,0,0,0,44,40,1,1,0,44.0,40.0,44,40,40,44,1024,0,0.0,0.0,0.0
55016,443,0,0,0,0,0,0,276,224,5,4,4294608,276.0,224.0,60,52,52,60,29200,28960,3.0,0.0,0.0
59904,80,0,0,0,0,0,0,346,2261,6,6,0,346.0,2261.0,1500,40,40,1500,29200,65535,4.0,0.0,0.0
57282,80,0,0,0,0,0,0,692,334,5,5,0,692.0,334.0,476,52,52,476,29200,26847,2.0,2.0,0.0
39201,53,0,0,53843,1,3358,0,65,81,1,1,0,65.0,81.0,81,65,65,81,0,0,2.0,0.0,0.0
53985,1216,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
55720,80,0,0,0,0,0,0,1049,3072,16,14,4294498,346703.0,2261811.0,1500,40,40,1500,29200,65535,4.0,0.0,0.0
33433,53,0,0,45967,1,0,0,67,67,1,1,0,67.0,67.0,67,67,67,67,0,0,5.0,0.0,0.0
48140,8181,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
63465,5432,0,0,0,0,0,0,44,40,1,1,4294952,44.0,40.0,44,40,40,44,1024,0,1.0,0.0,0.0
63712,563,0,0,0,0,0,0,44,0,1,0,0,44.0,0.0,44,44,0,44,1024,0,0.0,0.0,0.0
42050,80,49920,195,0,0,0,0,1246,4090,17,15,4294545,346900.0,2.2611829E7,1500,40,40,1500,29200,65535,4.0,0.0,0.0
39789,41511,0,0,0,0,0,0,44,40,1,1,0,44.0,40.0,44,40,40,44,1024,0,0.0,0.0,0.0
57619,1130,0,0,0,0,0,0,44,40,1,1,0,44.0,40.0,44,40,40,44,1024,0,0.0,0.0,0.0
53352,443,0,0,0,0,0,0,842,3620,7,16,4294920,842.0,3620.0,1406,52,52,1406,29200,28960,3.0,0.0,0.0
38732,80,0,0,0,0,0,0,435,387,6,4,0,435.0,387.0,223,52,52,223,29200,28960,3.0,0.0,0.0
37632,53,0,0,4357,1,2602,0,65,81,1,1,0,65.0,81.0,81,65,65,81,0,0,2.0,0.0,0.0
